index,latitude,longitude,city
117,25.1348,121.496,Taipei
118,25.0612,121.5309,Taipei
119,25.0272,121.6561,Taipei
120,25.1216,121.4936,Taipei
121,25.1046,121.5185,Taipei
122,25.1,121.5268,Taipei
123,25.0795,121.5898,Taipei
124,25.0524,121.567,Taipei
125,25.1378,121.5614,Taipei
126,25.0212,121.5186,Taipei
127,25.0843,121.5222,Taipei
128,24.9695,121.5831,Taipei
129,25.0246,121.522,Taipei
130,25.1686,121.5287,Taipei
131,25.0907,121.5275,Taipei
132,25.0117,121.5816,Taipei
133,25.0248,121.4996,Taipei
134,25.041,121.5287,Taipei
135,25.1065,121.5652,Taipei
136,25.0421,121.5244,Taipei
137,25.1362,121.5092,Taipei
138,25.0963,121.5332,Taipei
139,25.0799,121.5714,Taipei
140,25.0457,121.5599,Taipei
141,25.0608,121.58,Taipei
142,25.0357,121.538,Taipei
143,25.0682,121.612,Taipei
144,25.0221,121.5166,Taipei
145,25.0689,121.5729,Taipei
146,25.0792,121.5564,Taipei
147,25.0838,121.6013,Taipei
148,25.0967,121.5484,Taipei
149,25.0964,121.543,Taipei
150,25.0272,121.5692,Taipei
151,25.0332,121.5494,Taipei
152,25,121.572,Taipei
153,25.0044,121.5388,Taipei
154,25.1172,121.5161,Taipei
155,25.0728,121.5738,Taipei
156,25.1212,121.4984,Taipei
157,25.0351,121.5526,Taipei
158,25.0375,121.557,Taipei
159,25.0184,121.5337,Taipei
160,25.1383,121.4874,Taipei
161,25.0483,121.5347,Taipei
162,25.0899,121.5146,Taipei
163,25.0864,121.5259,Taipei
164,25.0483,121.5579,Taipei
165,24.9878,121.5468,Taipei
166,25.0648,121.586,Taipei
167,25.0757,121.5802,Taipei
168,25.0509,121.5201,Taipei
169,25.019,121.5464,Taipei
170,24.9988,121.5942,Taipei
171,25.112,121.5262,Taipei
172,25.1083,121.5602,Taipei
173,25.0561,121.5393,Taipei
174,25.0691,121.5889,Taipei
175,24.9766,121.5866,Taipei
176,25.1,121.5562,Taipei
177,25.0543,121.5925,Taipei
178,25.0416,121.5556,Taipei
179,25.039,121.5292,Taipei
180,24.9898,121.5416,Taipei
181,25.0621,121.5317,Taipei
182,25.0113,121.5372,Taipei
183,24.987,121.5655,Taipei
184,25.0757,121.5201,Taipei
185,25.0834,121.5739,Taipei
186,25.0645,121.6048,Taipei
187,25.0203,121.4979,Taipei
188,25.0972,121.525,Taipei
189,25.0495,121.5057,Taipei
190,25.0834,121.5478,Taipei
191,25.1345,121.549,Taipei
192,24.9983,121.5509,Taipei
193,25.0725,121.5405,Taipei
194,25.1073,121.5707,Taipei
195,25.0772,121.6162,Taipei
196,25.1341,121.5719,Taipei
197,25.032,121.5789,Taipei
198,25.0589,121.5765,Taipei
199,25.0623,121.5443,Taipei
200,25.0336,121.6173,Taipei
201,25.0413,121.5068,Taipei
202,25.0355,121.5125,Taipei
203,25.1233,121.5344,Taipei
204,25.127,121.5321,Taipei
205,25.1366,121.5322,Taipei
206,25.1199,121.5103,Taipei
207,25.0459,121.5871,Taipei
208,25.1015,121.6063,Taipei
209,25.1189,121.4997,Taipei
210,25.0598,121.611,Taipei
211,25.0439,121.5698,Taipei
212,25.0711,121.5175,Taipei
213,25.0441,121.5744,Taipei
214,25.1109,121.4945,Taipei
215,25.0431,121.5702,Taipei
216,25.146,121.5649,Taipei
217,25.0673,121.5172,Taipei
218,25.1012,121.5008,Taipei
219,25.0733,121.5375,Taipei
220,25.048,121.5231,Taipei
221,25.064,121.5983,Taipei
222,25.0144,121.5409,Taipei
223,25.0359,121.5626,Taipei
224,25.1365,121.511,Taipei
225,25.0287,121.5218,Taipei
226,25.0188,121.5316,Taipei
227,25.0582,121.5117,Taipei
228,25.1595,121.5369,Taipei
229,25.0321,121.4991,Taipei
230,25.0377,121.5298,Taipei
231,25.0185,121.5275,Taipei
232,25.0677,121.5724,Taipei
233,25.0487,121.5628,Taipei
234,25.0385,121.5183,Taipei
235,25.0309,121.5778,Taipei
236,25.0662,121.5761,Taipei
237,25.1514,121.5472,Taipei
238,25.0451,121.5054,Taipei
239,25.0187,121.4987,Taipei
240,25.0857,121.5055,Taipei
241,25.1525,121.5479,Taipei
242,25.0956,121.5141,Taipei
243,25.0661,121.5332,Taipei
244,25.0323,121.5241,Taipei
245,25.0942,121.4978,Taipei
246,25.0047,121.5806,Taipei
247,25.1772,121.558,Taipei
248,25.0455,121.5927,Taipei
249,25.0526,121.5731,Taipei
250,25.0283,121.5005,Taipei
251,25.0911,121.5893,Taipei
252,25.1506,121.5255,Taipei
253,25.0546,121.6006,Taipei
254,25.117,121.4637,Taipei
255,25.0827,121.5551,Taipei
256,25.073,121.5139,Taipei
257,25.1136,121.5015,Taipei
258,25.0639,121.6114,Taipei
259,25.0608,121.6147,Taipei
260,25.0821,121.6012,Taipei
261,25.0723,121.5201,Taipei
262,25.0427,121.5571,Taipei
263,25.039,121.5207,Taipei
264,25.1315,121.553,Taipei
265,25.1299,121.5761,Taipei
266,25.0694,121.6074,Taipei
267,25.1089,121.5428,Taipei
268,25.0484,121.5182,Taipei
269,25.0979,121.5278,Taipei
270,25.124,121.5308,Taipei
271,25.0394,121.5311,Taipei
272,25.1223,121.4791,Taipei
273,25.0718,121.5783,Taipei
274,25.1099,121.5477,Taipei
275,25.0606,121.5274,Taipei
276,25.0543,121.5639,Taipei
277,25.0415,121.5704,Taipei
278,25.1463,121.5106,Taipei
279,25.0554,121.6061,Taipei
280,25.0063,121.5765,Taipei
281,25.0372,121.5356,Taipei
282,25.0231,121.6012,Taipei
283,25.0675,121.5429,Taipei
284,25.1605,121.5439,Taipei
285,25.0249,121.5683,Taipei
286,25.0985,121.5196,Taipei
287,25.0955,121.5269,Taipei
288,25.0577,121.5447,Taipei
289,25.0311,121.6418,Taipei
290,25.078,121.569,Taipei
291,25.0861,121.5922,Taipei
292,25.0764,121.5108,Taipei
293,25.0499,121.5634,Taipei
294,25.0518,121.5704,Taipei
295,25.0674,121.5878,Taipei
296,25.0328,121.5445,Taipei
297,25.0876,121.5176,Taipei
298,25.0576,121.5332,Taipei
299,25.0595,121.6081,Taipei
300,24.9768,121.5686,Taipei
301,25.052,121.5345,Taipei
302,25.0733,121.6125,Taipei
303,25.0215,121.5471,Taipei
304,25.0602,121.5428,Taipei
305,25.0368,121.4922,Taipei
306,25.02,121.4988,Taipei
307,24.9793,121.5795,Taipei
308,25.0234,121.5252,Taipei
309,25.0665,121.5747,Taipei
310,25.0626,121.6073,Taipei
311,25.0241,121.5125,Taipei
312,25.0515,121.5958,Taipei
313,25.0276,121.6227,Taipei
314,25.1055,121.4959,Taipei
315,25.082,121.5736,Taipei
316,25.0315,121.5542,Taipei
317,25.1294,121.4971,Taipei
318,25.0496,121.5841,Taipei
319,25.0845,121.5639,Taipei
320,25.1098,121.5115,Taipei
321,25.0341,121.505,Taipei
322,25.1054,121.5303,Taipei
323,25.0302,121.6378,Taipei
324,25.0586,121.5257,Taipei
325,25.0175,121.5449,Taipei
326,25.1806,121.5419,Taipei
327,25.0531,121.5702,Taipei
328,25.0859,121.6003,Taipei
329,25.1001,121.5358,Taipei
330,25.0359,121.5375,Taipei
331,25.0822,121.5668,Taipei
332,25.0503,121.5089,Taipei
333,25.0768,121.5871,Taipei
334,25.1102,121.4987,Taipei
335,25.0628,121.6141,Taipei
336,25.117,121.5186,Taipei
337,25.0495,121.5769,Taipei
338,25.0631,121.5876,Taipei
339,25.0264,121.5303,Taipei
340,25.0698,121.6108,Taipei
341,25.0293,121.4959,Taipei
342,25.0345,121.5377,Taipei
343,25.1076,121.5201,Taipei
344,25.1021,121.5211,Taipei
345,25.0801,121.5134,Taipei
346,25.0283,121.6224,Taipei
347,25.0843,121.6008,Taipei
348,25.0072,121.5388,Taipei
349,25.0392,121.5913,Taipei
350,25.057,121.5619,Taipei
351,25.1136,121.538,Taipei
352,25.0264,121.4996,Taipei
353,25.058,121.5236,Taipei
354,25.0462,121.5367,Taipei
355,25.0353,121.4892,Taipei
356,25.0724,121.6154,Taipei
357,25.1164,121.4855,Taipei
358,24.9911,121.5518,Taipei
359,25.04,121.5316,Taipei
360,25.0979,121.5317,Taipei
361,25.0683,121.5283,Taipei
362,25.0833,121.5202,Taipei
363,25.1767,121.5579,Taipei
364,25.0565,121.509,Taipei
365,25.0315,121.5684,Taipei
366,25.0174,121.5005,Taipei
367,25.1351,121.5677,Taipei
368,25.1289,121.5162,Taipei
369,25.052,121.5257,Taipei
370,25.0385,121.5275,Taipei
371,25.0275,121.647,Taipei
372,25.031,121.5495,Taipei
373,25.0872,121.5196,Taipei
374,25.0345,121.5128,Taipei
375,25.0919,121.5867,Taipei
376,25.0403,121.5768,Taipei
377,25.0258,121.5666,Taipei
378,25.0039,121.5499,Taipei
379,25.0294,121.5207,Taipei
380,25.003,121.5894,Taipei
381,25.0718,121.5185,Taipei
382,25.0531,121.5592,Taipei
383,25.0317,121.5269,Taipei
384,25.0644,121.53,Taipei
385,25.1234,121.5013,Taipei
386,25.0496,121.5179,Taipei
387,25.1428,121.5128,Taipei
388,25.013,121.5362,Taipei
389,25.1002,121.5124,Taipei
390,25.0201,121.5568,Taipei
391,24.9917,121.5695,Taipei
392,25.05,121.5393,Taipei
393,25.055,121.5466,Taipei
394,25.1418,121.5169,Taipei
395,25.0569,121.5089,Taipei
396,25.0075,121.534,Taipei
397,25.0542,121.5923,Taipei
398,25.0789,121.5879,Taipei
399,25.0387,121.5286,Taipei
400,25.0317,121.5008,Taipei
401,25.0774,121.5621,Taipei
402,25.1019,121.5776,Taipei
403,25.128,121.5743,Taipei
404,25.1188,121.5122,Taipei
405,25.0455,121.576,Taipei
406,25.1459,121.4941,Taipei
407,25.0579,121.5332,Taipei
408,25.0783,121.5068,Taipei
409,25.0375,121.5634,Taipei
410,25.0217,121.5168,Taipei
411,25.0985,121.5249,Taipei
412,25.1742,121.5374,Taipei
413,25.0387,121.4957,Taipei
414,25.0672,121.5275,Taipei
415,25.0422,121.5543,Taipei
416,25.0181,121.4967,Taipei
417,25.068,121.5335,Taipei
418,25.155,121.5117,Taipei
419,25.1012,121.5009,Taipei
420,25.1218,121.4859,Taipei
421,25.0513,121.5681,Taipei
422,25.0538,121.5122,Taipei
423,25.0466,121.5283,Taipei
424,25.0955,121.5872,Taipei
425,25.0437,121.5168,Taipei
426,25.06,121.5788,Taipei
427,25.0547,121.5388,Taipei
428,25.0824,121.577,Taipei
429,25.041,121.5824,Taipei
430,25.1133,121.5476,Taipei
431,25.1352,121.5457,Taipei
432,25.0879,121.6106,Taipei
433,25.1199,121.5317,Taipei
434,25.0061,121.5857,Taipei
435,25.0293,121.496,Taipei
436,25.0368,121.5778,Taipei
437,25.0628,121.5774,Taipei
438,25.1164,121.5315,Taipei
439,25.0211,121.6231,Taipei
440,25.0929,121.5784,Taipei
441,25.0582,121.5732,Taipei
442,25.0394,121.5661,Taipei
443,25.09,121.5102,Taipei
444,25.0034,121.5387,Taipei
445,25.0884,121.5848,Taipei
446,25.0549,121.5982,Taipei
447,25.0181,121.5309,Taipei
448,25.11,121.4986,Taipei
449,25.0543,121.5514,Taipei
450,25.0792,121.5793,Taipei
451,25.1101,121.5298,Taipei
452,25.0732,121.5402,Taipei
453,25.0423,121.5567,Taipei
454,25.0649,121.5756,Taipei
455,25.0086,121.568,Taipei
456,25.0453,121.5584,Taipei
457,25.02,121.4969,Taipei
458,25.0655,121.5662,Taipei
459,25.094,121.5254,Taipei
460,25.0111,121.5559,Taipei
461,25.0916,121.5006,Taipei
462,25.0479,121.5347,Taipei
463,25.0232,121.5254,Taipei
464,25.0712,121.5758,Taipei
465,25.1547,121.5392,Taipei
466,25.0786,121.5976,Taipei
467,25.1388,121.5153,Taipei
468,25.0596,121.5337,Taipei
469,25.0525,121.5278,Taipei
470,25.1091,121.5191,Taipei
471,24.9966,121.5708,Taipei
472,25.0784,121.5999,Taipei
473,25.0786,121.612,Taipei
474,25.0264,121.5531,Taipei
475,25.1201,121.502,Taipei
476,25.116,121.5339,Taipei
477,24.9952,121.5637,Taipei
478,25.1414,121.5587,Taipei
479,25.0282,121.5612,Taipei
480,25.1263,121.5131,Taipei
481,25.032,121.5296,Taipei
482,25.0671,121.5275,Taipei
483,25.0881,121.5909,Taipei
484,25.1332,121.4989,Taipei
485,25.1108,121.5609,Taipei
486,25.0607,121.6164,Taipei
487,25.0882,121.599,Taipei
488,25.0077,121.573,Taipei
489,25.0733,121.5423,Taipei
490,25.0423,121.5567,Taipei
491,25.082,121.5901,Taipei
492,24.9975,121.5413,Taipei
493,25.039,121.5864,Taipei
494,25.0343,121.5184,Taipei
495,25.0778,121.5371,Taipei
496,25.0479,121.5223,Taipei
497,25.1211,121.4975,Taipei
498,25.0047,121.5797,Taipei
499,25.0455,121.5763,Taipei
500,25.0705,121.6129,Taipei
501,25.0163,121.4978,Taipei
502,25.142,121.5047,Taipei
503,25.0523,121.6005,Taipei
504,25.0824,121.5998,Taipei
505,25.0642,121.602,Taipei
506,25.08,121.5527,Taipei
507,25.1056,121.5116,Taipei
508,25.1887,121.5621,Taipei
509,25.0593,121.6192,Taipei
510,25.107,121.528,Taipei
511,25.1439,121.539,Taipei
512,24.981,121.5866,Taipei
513,25.0299,121.5405,Taipei
514,25.0124,121.5621,Taipei
515,25.0773,121.6158,Taipei
516,25.0552,121.5817,Taipei
517,25.0774,121.5776,Taipei
518,25.1881,121.5707,Taipei
519,25.0391,121.5791,Taipei
520,25.1872,121.5643,Taipei
521,25.0446,121.5163,Taipei
522,25.0788,121.6178,Taipei
523,25.0611,121.5677,Taipei
524,25.035,121.6307,Taipei
525,24.9997,121.542,Taipei
526,25.1144,121.5006,Taipei
527,25.1123,121.4847,Taipei
528,25.0366,121.5383,Taipei
529,25.1412,121.5081,Taipei
530,25.1375,121.5547,Taipei
531,25.0063,121.5783,Taipei
532,25.1065,121.5642,Taipei
533,25.078,121.5897,Taipei
534,25.0288,121.5124,Taipei
535,25.1014,121.5053,Taipei
536,25.0375,121.507,Taipei
537,25.0581,121.5289,Taipei
538,25.0677,121.5325,Taipei
539,25.0386,121.6222,Taipei
540,25.0815,121.5721,Taipei
541,25.0531,121.6152,Taipei
542,25.0534,121.5647,Taipei
543,25.0756,121.5133,Taipei
544,25.1834,121.5729,Taipei
545,25.1195,121.5845,Taipei
546,25.1419,121.5101,Taipei
547,25.0407,121.5378,Taipei
548,25.1137,121.5517,Taipei
549,25.0665,121.5189,Taipei
550,25.0875,121.5223,Taipei
551,25.0148,121.5261,Taipei
552,25.1364,121.4965,Taipei
553,25.0887,121.5251,Taipei
554,25.0427,121.5446,Taipei
555,25.0762,121.5821,Taipei
556,25.116,121.5817,Taipei
557,25.073,121.5799,Taipei
558,25.0612,121.5318,Taipei
559,25.1604,121.536,Taipei
560,25.1372,121.5096,Taipei
561,25.0109,121.5639,Taipei
562,25.0797,121.5945,Taipei
563,25.0253,121.6596,Taipei
564,24.9914,121.5371,Taipei
565,25.0316,121.5613,Taipei
566,25.0586,121.5199,Taipei
567,25.0409,121.4983,Taipei
568,25.046,121.514,Taipei
569,25.0446,121.5141,Taipei
570,25.1139,121.5216,Taipei
571,25.1132,121.5317,Taipei
572,25.0482,121.5795,Taipei
573,25.0284,121.5569,Taipei
574,25.0312,121.538,Taipei
575,24.9908,121.5477,Taipei
576,25.0782,121.5165,Taipei
577,24.9837,121.568,Taipei
578,25.0335,121.5135,Taipei
579,25.137,121.5014,Taipei
580,25.1487,121.5226,Taipei
581,25.0349,121.6202,Taipei
582,25.0175,121.4963,Taipei
583,25.1318,121.5145,Taipei
584,25.1131,121.4987,Taipei
585,25.0734,121.6125,Taipei
586,25.0724,121.5449,Taipei
587,25.0814,121.5786,Taipei
588,25.0853,121.574,Taipei
589,25.1028,121.5581,Taipei
590,25.0275,121.4957,Taipei
591,25.0769,121.565,Taipei
592,25.0478,121.5235,Taipei
593,25.042,121.5578,Taipei
594,25.0345,121.496,Taipei
595,25.0359,121.5638,Taipei
596,25.0586,121.5883,Taipei
597,25.045,121.5015,Taipei
598,25.1379,121.5413,Taipei
599,25.1295,121.497,Taipei
600,25.0498,121.591,Taipei
601,25.0418,121.5115,Taipei
602,24.9998,121.5507,Taipei
603,25.0482,121.5456,Taipei
604,25.0689,121.6121,Taipei
605,25.0539,121.5482,Taipei
606,25.0865,121.5881,Taipei
607,25.0002,121.5769,Taipei
608,25.0312,121.5375,Taipei
609,25.0256,121.5175,Taipei
610,25.0159,121.4962,Taipei
611,25.0234,121.4976,Taipei
612,25.0832,121.5937,Taipei
613,25.1054,121.5181,Taipei
614,25.0116,121.5667,Taipei
615,25.0124,121.5291,Taipei
616,25.0484,121.5278,Taipei
617,25.1276,121.5333,Taipei
618,25.0321,121.4936,Taipei
619,25.0441,121.5365,Taipei
620,24.9781,121.5726,Taipei
621,25.0622,121.5909,Taipei
622,25.0092,121.5377,Taipei
623,25.1173,121.4854,Taipei
624,25.1271,121.5419,Taipei
625,25.0458,121.5685,Taipei
626,25.1179,121.5257,Taipei
627,25.0544,121.5762,Taipei
628,25.0667,121.598,Taipei
629,25.029,121.5211,Taipei
630,25.1814,121.5542,Taipei
631,25.072,121.5789,Taipei
632,25.0029,121.5963,Taipei
633,24.9777,121.5827,Taipei
634,25.071,121.6187,Taipei
635,25.0627,121.5848,Taipei
636,25.0937,121.5017,Taipei
637,25.0231,121.5374,Taipei
638,25.058,121.5285,Taipei
639,25.0633,121.547,Taipei
640,25.0919,121.4999,Taipei
641,25.0114,121.537,Taipei
642,25.0531,121.5887,Taipei
643,25.0481,121.5776,Taipei
644,25.0657,121.5274,Taipei
645,25.0312,121.5216,Taipei
646,25.0482,121.5507,Taipei
647,25.0581,121.5239,Taipei
648,25.0847,121.5999,Taipei
649,25.0593,121.6103,Taipei
650,25.0857,121.6012,Taipei
651,25.0365,121.4917,Taipei
652,24.9917,121.5712,Taipei
653,25.004,121.5506,Taipei
654,25.0311,121.5418,Taipei
655,25.0396,121.505,Taipei
656,25.0424,121.6198,Taipei
657,25.076,121.581,Taipei
658,25.0285,121.5607,Taipei
659,25.0584,121.6079,Taipei
660,25.1149,121.5317,Taipei
661,25.045,121.546,Taipei
662,25.0741,121.6175,Taipei
663,25.0536,121.5231,Taipei
664,25.0624,121.6169,Taipei
665,25.0953,121.5448,Taipei
666,25.0584,121.5217,Taipei
667,25.0911,121.5275,Taipei
668,25.0745,121.5759,Taipei
669,25.0541,121.6141,Taipei
670,25.0278,121.5591,Taipei
671,25.0357,121.5788,Taipei
672,25.0711,121.5686,Taipei
673,25.0016,121.5949,Taipei
674,25.0269,121.4897,Taipei
675,25.1481,121.5557,Taipei
676,25.0653,121.529,Taipei
677,25.0352,121.5026,Taipei
678,25.0715,121.5591,Taipei
679,25.1153,121.4998,Taipei
680,25.0882,121.6017,Taipei
681,25.0219,121.492,Taipei
682,25.0298,121.4905,Taipei
683,25.0053,121.544,Taipei
684,25.0828,121.575,Taipei
685,25.098,121.5097,Taipei
686,25.0731,121.6054,Taipei
687,25.0533,121.6164,Taipei
688,25.0509,121.5232,Taipei
689,25.0817,121.5735,Taipei
690,24.9968,121.5589,Taipei
691,25.0328,121.5286,Taipei
692,25.0547,121.565,Taipei
693,25.0462,121.5522,Taipei
694,25.0549,121.577,Taipei
695,25.1309,121.499,Taipei
696,25.071,121.5686,Taipei
697,25.0259,121.5137,Taipei
698,25.0393,121.5805,Taipei
699,25.0574,121.5197,Taipei
700,25.0529,121.5371,Taipei
701,25.0478,121.5162,Taipei
702,25.0781,121.5304,Taipei
703,25.0208,121.4954,Taipei
704,25.0385,121.5698,Taipei
705,25.0076,121.5901,Taipei
706,25.07,121.605,Taipei
707,24.9959,121.5756,Taipei
708,25.1553,121.5058,Taipei
709,25.0584,121.5243,Taipei
710,25.0542,121.6062,Taipei
711,25.0563,121.5643,Taipei
712,25.0827,121.5526,Taipei
713,24.996,121.5935,Taipei
714,25.1349,121.597,Taipei
715,25.0275,121.5734,Taipei
716,25.0423,121.6168,Taipei
717,25.064,121.6032,Taipei
718,25.109,121.5537,Taipei
719,25.1381,121.5713,Taipei
720,25.0758,121.5129,Taipei
721,24.9829,121.5622,Taipei
722,25.0568,121.5947,Taipei
723,25.0577,121.5464,Taipei
724,25.0679,121.5666,Taipei
725,25.0693,121.5802,Taipei
726,25.0378,121.5378,Taipei
727,25.0274,121.5004,Taipei
728,25.0722,121.5543,Taipei
729,25.0359,121.6242,Taipei
730,24.9988,121.5475,Taipei
731,25.0526,121.521,Taipei
732,25.0321,121.5459,Taipei
733,24.9689,121.5799,Taipei
734,25.1147,121.5276,Taipei
735,25.0114,121.5722,Taipei
736,25.0623,121.6178,Taipei
737,25.0661,121.5792,Taipei
738,25.1061,121.5685,Taipei
739,25.0478,121.5887,Taipei
740,25.1015,121.6065,Taipei
741,25.0856,121.5055,Taipei
742,25.0707,121.5175,Taipei
743,25.0563,121.5442,Taipei
744,25.0462,121.5177,Taipei
745,25.0429,121.5563,Taipei
746,25.0605,121.5969,Taipei
747,25.1214,121.5854,Taipei
748,24.9917,121.5714,Taipei
749,25.039,121.5289,Taipei
750,25.147,121.564,Taipei
751,24.9915,121.5419,Taipei
752,25.1818,121.5327,Taipei
753,25.0658,121.5665,Taipei
754,25.0057,121.5505,Taipei
755,25.0982,121.5249,Taipei
756,25.0611,121.6196,Taipei
757,25.0483,121.5705,Taipei
758,25.0656,121.5157,Taipei
759,24.9872,121.5607,Taipei
760,25.0517,121.5329,Taipei
761,25.0268,121.5678,Taipei
762,25.0376,121.5526,Taipei
763,25.0523,121.5196,Taipei
764,25.0687,121.573,Taipei
765,25.0479,121.5317,Taipei
766,25.0686,121.5728,Taipei
767,25.0961,121.5122,Taipei
768,25.0592,121.5942,Taipei
769,25.0621,121.599,Taipei
770,25.0839,121.5179,Taipei
771,25.113,121.5388,Taipei
772,25.0007,121.5784,Taipei
773,25.1545,121.5287,Taipei
774,24.9897,121.5925,Taipei
775,25.0634,121.5509,Taipei
776,25.0616,121.5602,Taipei
777,25.0414,121.5206,Taipei
778,25.0832,121.6031,Taipei
779,25.0519,121.6054,Taipei
780,25.0621,121.5408,Taipei
781,25.1521,121.5471,Taipei
782,25.0762,121.5776,Taipei
783,25.1223,121.5722,Taipei
784,25.1099,121.5359,Taipei
785,24.9828,121.5624,Taipei
786,25.0332,121.5575,Taipei
787,25.0812,121.548,Taipei
788,25.0466,121.5318,Taipei
789,25.0513,121.5702,Taipei
790,25.1224,121.4771,Taipei
791,25.1199,121.5684,Taipei
792,24.969,121.5875,Taipei
793,25.1368,121.5456,Taipei
794,25.0674,121.5346,Taipei
795,25.0776,121.5116,Taipei
796,25.0742,121.5199,Taipei
797,24.9967,121.5428,Taipei
798,25.0343,121.5395,Taipei
799,24.9685,121.5799,Taipei
800,25.0484,121.5798,Taipei
801,24.9849,121.5563,Taipei
802,25.0854,121.6108,Taipei
803,25.0445,121.5439,Taipei
804,25.0289,121.5006,Taipei
805,25.0718,121.5322,Taipei
806,25.1353,121.5927,Taipei
807,25.0399,121.529,Taipei
808,25.0998,121.5218,Taipei
809,25.0272,121.535,Taipei
810,25.0771,121.5832,Taipei
811,25.1171,121.5157,Taipei
812,25.0748,121.6068,Taipei
813,25.0536,121.5212,Taipei
814,25.0446,121.5508,Taipei
815,25.1352,121.5492,Taipei
816,25.1097,121.5186,Taipei
817,25.0956,121.5875,Taipei
818,24.9848,121.5471,Taipei
819,25.054,121.5698,Taipei
820,24.9682,121.5801,Taipei
821,25.0289,121.6463,Taipei
822,25.0622,121.5208,Taipei
823,25.04,121.5023,Taipei
824,25.0905,121.517,Taipei
825,25.0581,121.589,Taipei
826,25.1111,121.5618,Taipei
827,25.0733,121.5884,Taipei
828,25.1235,121.5013,Taipei
829,25.1109,121.5241,Taipei
830,25.0864,121.5159,Taipei
831,25.017,121.5578,Taipei
