index,image,latitude,longitude,country
67,streetview67_270.jpg,48.8558,2.3031,France
68,streetview68_270.jpg,48.8815,2.4022,France
69,streetview69_270.jpg,48.8514,2.3319,France
70,streetview70_270.jpg,48.8475,2.3432,France
71,streetview71_0.jpg,48.8396,2.2543,France
72,streetview72_270.jpg,48.8663,2.3742,France
73,streetview73_0.jpg,48.8958,2.3412,France
74,streetview74_90.jpg,48.8802,2.3899,France
75,streetview75_90.jpg,48.8179,2.352,France
76,streetview76_0.jpg,48.8501,2.2653,France
77,streetview77_180.jpg,48.8515,2.3907,France
78,streetview78_90.jpg,48.8402,2.407,France
79,streetview79_90.jpg,48.88,2.3473,France
80,streetview80_90.jpg,48.8462,2.3261,France
81,streetview81_0.jpg,48.8457,2.3019,France
82,streetview82_90.jpg,48.8377,2.2685,France
83,streetview83_90.jpg,48.8399,2.3022,France
84,streetview84_270.jpg,48.8413,2.2875,France
85,streetview85_180.jpg,48.8635,2.3647,France
86,streetview86_180.jpg,48.8793,2.41,France
87,streetview87_270.jpg,48.8742,2.31,France
88,streetview88_180.jpg,48.8682,2.3502,France
89,streetview89_180.jpg,48.876,2.3927,France
90,streetview90_90.jpg,48.8814,2.3097,France
91,streetview91_90.jpg,48.8566,2.3045,France
92,streetview92_270.jpg,48.8833,2.3694,France
93,streetview93_90.jpg,48.8658,2.3537,France
94,streetview94_0.jpg,48.8791,2.3476,France
95,streetview95_180.jpg,43.6573,-79.4723,Canada
96,streetview96_180.jpg,43.7235,-79.6036,Canada
97,streetview97_90.jpg,43.7456,-79.5514,Canada
98,streetview98_90.jpg,43.7668,-79.2681,Canada
99,streetview99_0.jpg,43.6749,-79.5401,Canada
100,streetview100_90.jpg,43.7525,-79.4903,Canada
101,streetview101_180.jpg,43.7947,-79.2838,Canada
102,streetview102_180.jpg,43.6609,-79.4931,Canada
103,streetview103_180.jpg,43.7465,-79.4405,Canada
104,streetview104_0.jpg,43.6404,-79.5353,Canada
105,streetview105_0.jpg,43.7433,-79.3709,Canada
106,streetview106_270.jpg,43.6991,-79.5279,Canada
107,streetview107_270.jpg,43.7379,-79.2671,Canada
108,streetview108_180.jpg,43.7333,-79.4636,Canada
109,streetview109_0.jpg,43.6875,-79.3442,Canada
110,streetview110_0.jpg,43.6521,-79.4481,Canada
111,streetview111_180.jpg,43.7728,-79.3218,Canada
112,streetview112_270.jpg,43.6608,-79.3814,Canada
113,streetview113_270.jpg,43.7007,-79.3949,Canada
114,streetview114_90.jpg,43.7157,-79.5072,Canada
115,streetview115_90.jpg,43.7223,-79.4082,Canada
116,streetview116_90.jpg,43.7449,-79.4418,Canada
117,streetview117_270.jpg,43.6459,-79.3684,Canada
118,streetview118_90.jpg,43.6651,-79.4006,Canada
119,streetview119_0.jpg,43.8233,-79.2304,Canada
120,streetview120_270.jpg,43.704,-79.5124,Canada
121,streetview121_90.jpg,43.8074,-79.375,Canada
122,streetview122_270.jpg,43.7857,-79.3101,Canada
123,streetview123_180.jpg,43.6351,-79.5235,Canada
124,streetview124_0.jpg,43.7583,-79.5599,Canada
125,streetview125_180.jpg,43.6666,-79.4382,Canada
126,streetview126_0.jpg,43.6363,-79.4005,Canada
127,streetview127_180.jpg,43.663,-79.3783,Canada
128,streetview128_90.jpg,43.7468,-79.3227,Canada
129,streetview129_90.jpg,43.7784,-79.2554,Canada
130,streetview130_90.jpg,43.6523,-79.5658,Canada
131,streetview131_270.jpg,43.6375,-79.3933,Canada
132,streetview132_180.jpg,43.6678,-79.5163,Canada
133,streetview133_270.jpg,43.774,-79.217,Canada
134,streetview134_270.jpg,43.6967,-79.5958,Canada
135,streetview135_90.jpg,43.7573,-79.4028,Canada
136,streetview136_270.jpg,43.685,-79.5336,Canada
137,streetview137_90.jpg,43.7618,-79.4532,Canada
138,streetview138_270.jpg,43.7583,-79.5118,Canada
139,streetview139_90.jpg,43.711,-79.5299,Canada
140,streetview140_180.jpg,43.758,-79.4592,Canada
141,streetview141_270.jpg,43.8381,-79.1732,Canada
142,streetview142_90.jpg,43.5911,-79.527,Canada
143,streetview143_270.jpg,43.6382,-79.4004,Canada
144,streetview144_0.jpg,43.7399,-79.4278,Canada
145,streetview145_90.jpg,43.7125,-79.5049,Canada
146,streetview146_90.jpg,43.7604,-79.3217,Canada
147,streetview147_180.jpg,43.6429,-79.4513,Canada
148,streetview148_270.jpg,43.7131,-79.5848,Canada
149,streetview149_0.jpg,43.6792,-79.4371,Canada
150,streetview150_180.jpg,43.6528,-79.5672,Canada
151,streetview151_180.jpg,43.7932,-79.1826,Canada
152,streetview152_180.jpg,43.826,-79.1851,Canada
153,streetview153_270.jpg,43.7801,-79.4285,Canada
154,streetview154_180.jpg,43.7776,-79.325,Canada
155,streetview155_270.jpg,43.8091,-79.3699,Canada
156,streetview156_90.jpg,43.7219,-79.5335,Canada
157,streetview157_0.jpg,43.6651,-79.4657,Canada
158,streetview158_90.jpg,43.6988,-79.2768,Canada
159,streetview159_0.jpg,43.7045,-79.3642,Canada
160,streetview160_0.jpg,43.7356,-79.553,Canada
161,streetview161_270.jpg,43.6593,-79.5831,Canada
162,streetview162_0.jpg,43.7189,-79.3048,Canada
163,streetview163_180.jpg,43.6796,-79.3078,Canada
164,streetview164_0.jpg,43.7957,-79.2739,Canada
165,streetview165_90.jpg,43.7049,-79.3555,Canada
166,streetview166_90.jpg,43.6327,-79.5575,Canada
167,streetview167_180.jpg,43.7997,-79.1911,Canada
168,streetview168_180.jpg,43.6947,-79.3959,Canada
169,streetview169_270.jpg,43.6707,-79.3932,Canada
170,streetview170_270.jpg,43.7719,-79.3542,Canada
171,streetview171_0.jpg,43.7001,-79.4379,Canada
172,streetview172_0.jpg,43.777,-79.4356,Canada
173,streetview173_90.jpg,43.7444,-79.5948,Canada
174,streetview174_0.jpg,43.7069,-79.4098,Canada
175,streetview175_0.jpg,43.7552,-79.2469,Canada
176,streetview176_0.jpg,43.7574,-79.4254,Canada
177,streetview177_90.jpg,43.6564,-79.5682,Canada
178,streetview178_90.jpg,43.6466,-79.4805,Canada
179,streetview179_0.jpg,43.7077,-79.3799,Canada
180,streetview180_0.jpg,43.7694,-79.4964,Canada
181,streetview181_180.jpg,43.7668,-79.4965,Canada
182,streetview182_180.jpg,43.7707,-79.3558,Canada
183,streetview183_90.jpg,43.7408,-79.4313,Canada
184,streetview184_0.jpg,43.7428,-79.2074,Canada
185,streetview185_0.jpg,43.6768,-79.4486,Canada
186,streetview186_90.jpg,13.7513,100.6265,Thailand
187,streetview187_90.jpg,13.7459,100.4071,Thailand
188,streetview188_0.jpg,13.7276,100.4008,Thailand
189,streetview189_180.jpg,13.6971,100.4324,Thailand
190,streetview190_270.jpg,13.7091,100.6073,Thailand
191,streetview191_90.jpg,13.792,100.538,Thailand
192,streetview192_180.jpg,13.82,100.6193,Thailand
193,streetview193_270.jpg,13.7121,100.8176,Thailand
194,streetview194_180.jpg,13.792,100.3946,Thailand
195,streetview195_0.jpg,13.7005,100.3965,Thailand
196,streetview196_90.jpg,13.83,100.6296,Thailand
197,streetview197_0.jpg,13.8958,100.7114,Thailand
198,streetview198_180.jpg,13.76,100.6765,Thailand
199,streetview199_0.jpg,13.8167,100.6363,Thailand
200,streetview200_180.jpg,13.7981,100.7713,Thailand
201,streetview201_180.jpg,13.8069,100.5118,Thailand
202,streetview202_90.jpg,13.7259,100.49,Thailand
203,streetview203_180.jpg,13.7021,100.5981,Thailand
204,streetview204_90.jpg,13.7966,100.6568,Thailand
205,streetview205_180.jpg,13.7524,100.7738,Thailand
206,streetview206_0.jpg,13.9032,100.6264,Thailand
207,streetview207_90.jpg,13.6548,100.4747,Thailand
208,streetview208_0.jpg,13.7678,100.631,Thailand
209,streetview209_270.jpg,13.6709,100.5132,Thailand
210,streetview210_180.jpg,13.9333,100.5664,Thailand
211,streetview211_180.jpg,13.8348,100.5927,Thailand
212,streetview212_0.jpg,13.6786,100.5414,Thailand
213,streetview213_180.jpg,13.778,100.3547,Thailand
214,streetview214_0.jpg,13.8623,100.6459,Thailand
215,streetview215_0.jpg,13.9031,100.7652,Thailand
216,streetview216_90.jpg,13.7676,100.7198,Thailand
217,streetview217_270.jpg,13.8219,100.8464,Thailand
218,streetview218_270.jpg,13.6785,100.6597,Thailand
219,streetview219_180.jpg,13.7774,100.6638,Thailand
220,streetview220_180.jpg,13.7719,100.5415,Thailand
221,streetview221_180.jpg,13.8974,100.5588,Thailand
222,streetview222_270.jpg,13.7948,100.4608,Thailand
223,streetview223_90.jpg,13.8928,100.8337,Thailand
224,streetview224_180.jpg,13.7189,100.4703,Thailand
225,streetview225_0.jpg,13.6395,100.4764,Thailand
226,streetview226_90.jpg,13.7386,100.8223,Thailand
227,streetview227_90.jpg,13.8972,100.7929,Thailand
228,streetview228_270.jpg,13.9004,100.6379,Thailand
229,streetview229_180.jpg,13.7198,100.4553,Thailand
230,streetview230_180.jpg,13.7323,100.4828,Thailand
231,streetview231_180.jpg,13.7731,100.6801,Thailand
232,streetview232_90.jpg,13.9071,100.8686,Thailand
233,streetview233_180.jpg,13.867,100.6309,Thailand
234,streetview234_180.jpg,13.8041,100.5758,Thailand
235,streetview235_90.jpg,13.7509,100.4649,Thailand
236,streetview236_0.jpg,13.7976,100.5887,Thailand
237,streetview237_90.jpg,13.6115,100.4384,Thailand
238,streetview238_180.jpg,13.7941,100.606,Thailand
239,streetview239_90.jpg,13.7424,100.5008,Thailand
240,streetview240_270.jpg,13.7858,100.4264,Thailand
241,streetview241_270.jpg,13.6658,100.6277,Thailand
242,streetview242_180.jpg,13.8296,100.6681,Thailand
243,streetview243_90.jpg,13.6844,100.6152,Thailand
244,streetview244_0.jpg,13.6917,100.6077,Thailand
245,streetview245_0.jpg,13.6623,100.6233,Thailand
246,streetview246_90.jpg,13.6949,100.6044,Thailand
247,streetview247_90.jpg,13.6652,100.4217,Thailand
248,streetview248_270.jpg,13.9175,100.6458,Thailand
249,streetview249_90.jpg,13.7281,100.7276,Thailand
250,streetview250_180.jpg,13.7097,100.6134,Thailand
251,streetview251_0.jpg,13.8648,100.7069,Thailand
252,streetview252_0.jpg,13.8118,100.5351,Thailand
253,streetview253_90.jpg,13.9217,100.6437,Thailand
254,streetview254_270.jpg,13.8039,100.6917,Thailand
255,streetview255_90.jpg,13.7463,100.5848,Thailand
256,streetview256_0.jpg,13.7413,100.6053,Thailand
257,streetview257_0.jpg,13.707,100.4222,Thailand
258,streetview258_90.jpg,13.7681,100.5649,Thailand
259,streetview259_90.jpg,13.7565,100.3929,Thailand
260,streetview260_270.jpg,13.8024,100.6803,Thailand
261,streetview261_270.jpg,13.6896,100.4443,Thailand
262,streetview262_270.jpg,13.6941,100.6116,Thailand
263,streetview263_180.jpg,13.8425,100.6739,Thailand
264,streetview264_90.jpg,13.7811,100.6826,Thailand
265,streetview265_90.jpg,13.6795,100.5103,Thailand
266,streetview266_90.jpg,13.7209,100.5222,Thailand
267,streetview267_0.jpg,13.7488,100.447,Thailand
268,streetview268_270.jpg,13.6777,100.4968,Thailand
269,streetview269_270.jpg,13.688,100.6118,Thailand
270,streetview270_0.jpg,13.8313,100.5892,Thailand
271,streetview271_90.jpg,13.619,100.4414,Thailand
272,streetview272_270.jpg,13.7737,100.4414,Thailand
273,streetview273_90.jpg,13.8793,100.6432,Thailand
274,streetview274_270.jpg,13.6718,100.4691,Thailand
275,streetview275_0.jpg,13.7066,100.3557,Thailand
276,streetview276_270.jpg,13.6448,100.4882,Thailand
277,streetview277_90.jpg,13.8898,100.6922,Thailand
278,streetview278_180.jpg,13.7408,100.601,Thailand
279,streetview279_270.jpg,13.7289,100.4011,Thailand
280,streetview280_90.jpg,13.897,100.8907,Thailand
281,streetview281_90.jpg,13.7898,100.6116,Thailand
282,streetview282_270.jpg,13.6684,100.5031,Thailand
283,streetview283_180.jpg,13.851,100.8057,Thailand
284,streetview284_90.jpg,13.8679,100.6373,Thailand
285,streetview285_90.jpg,13.8141,100.569,Thailand
286,streetview286_270.jpg,13.8068,100.5749,Thailand
287,streetview287_0.jpg,13.6917,100.342,Thailand
288,streetview288_180.jpg,13.7263,100.4731,Thailand
289,streetview289_180.jpg,13.7933,100.4109,Thailand
290,streetview290_0.jpg,13.7164,100.697,Thailand
291,streetview291_0.jpg,13.7443,100.5503,Thailand
292,streetview292_180.jpg,13.9028,100.7565,Thailand
293,streetview293_0.jpg,13.8303,100.7381,Thailand
294,streetview294_0.jpg,13.7468,100.6613,Thailand
295,streetview295_270.jpg,13.685,100.3819,Thailand
296,streetview296_0.jpg,13.7184,100.6729,Thailand
297,streetview297_180.jpg,13.7077,100.4782,Thailand
298,streetview298_90.jpg,13.6966,100.616,Thailand
299,streetview299_90.jpg,13.7037,100.4819,Thailand
300,streetview300_270.jpg,13.6628,100.6144,Thailand
301,streetview301_180.jpg,13.8023,100.72,Thailand
302,streetview302_270.jpg,13.7471,100.6374,Thailand
303,streetview303_180.jpg,13.7446,100.5356,Thailand
304,streetview304_0.jpg,13.8613,100.788,Thailand
305,streetview305_0.jpg,13.6495,100.4559,Thailand
306,streetview306_90.jpg,13.7376,100.5512,Thailand
307,streetview307_270.jpg,13.9498,100.5756,Thailand
308,streetview308_270.jpg,13.8485,100.8953,Thailand
309,streetview309_0.jpg,13.6981,100.6799,Thailand
310,streetview310_270.jpg,13.7874,100.5169,Thailand
311,streetview311_90.jpg,13.6932,100.4331,Thailand
312,streetview312_270.jpg,13.7211,100.5049,Thailand
313,streetview313_90.jpg,13.7067,100.3983,Thailand
314,streetview314_0.jpg,13.7816,100.6169,Thailand
315,streetview315_270.jpg,13.6357,100.3741,Thailand
316,streetview316_180.jpg,13.7423,100.6317,Thailand
317,streetview317_180.jpg,13.6617,100.6216,Thailand
318,streetview318_270.jpg,13.7875,100.6319,Thailand
319,streetview319_180.jpg,13.7861,100.4624,Thailand
320,streetview320_270.jpg,13.9206,100.6573,Thailand
321,streetview321_270.jpg,13.7319,100.6201,Thailand
322,streetview322_180.jpg,13.7533,100.5444,Thailand
323,streetview323_90.jpg,13.7733,100.624,Thailand
324,streetview324_90.jpg,13.7967,100.3765,Thailand
325,streetview325_0.jpg,13.8898,100.6174,Thailand
326,streetview326_90.jpg,13.6783,100.6154,Thailand
327,streetview327_270.jpg,13.6979,100.3684,Thailand
328,streetview328_180.jpg,13.7394,100.6078,Thailand
329,streetview329_180.jpg,13.7989,100.6173,Thailand
330,streetview330_180.jpg,13.7345,100.8018,Thailand
331,streetview331_180.jpg,13.6488,100.5046,Thailand
332,streetview332_180.jpg,13.8792,100.8182,Thailand
333,streetview333_90.jpg,13.8304,100.5384,Thailand
334,streetview334_270.jpg,13.721,100.595,Thailand
335,streetview335_180.jpg,13.7255,100.4804,Thailand
336,streetview336_180.jpg,13.6428,100.4176,Thailand
337,streetview337_0.jpg,13.6383,100.4969,Thailand
338,streetview338_270.jpg,13.8402,100.5455,Thailand
339,streetview339_0.jpg,13.8852,100.6554,Thailand
340,streetview340_0.jpg,13.678,100.6533,Thailand
341,streetview341_180.jpg,13.6668,100.4272,Thailand
342,streetview342_270.jpg,13.72,100.4015,Thailand
343,streetview343_270.jpg,13.7542,100.5075,Thailand
344,streetview344_180.jpg,13.8217,100.526,Thailand
345,streetview345_90.jpg,13.7912,100.5173,Thailand
346,streetview346_270.jpg,13.8682,100.5687,Thailand
347,streetview347_270.jpg,13.7421,100.6125,Thailand
348,streetview348_0.jpg,13.9281,100.6894,Thailand
349,streetview349_0.jpg,13.798,100.4344,Thailand
350,streetview350_270.jpg,13.7386,100.7369,Thailand
351,streetview351_180.jpg,13.7657,100.4662,Thailand
352,streetview352_180.jpg,13.8128,100.694,Thailand
353,streetview353_90.jpg,13.7524,100.5905,Thailand
354,streetview354_180.jpg,13.8384,100.8401,Thailand
355,streetview355_180.jpg,13.7894,100.6298,Thailand
356,streetview356_90.jpg,13.7096,100.53,Thailand
357,streetview357_270.jpg,13.7537,100.6761,Thailand
358,streetview358_90.jpg,13.7864,100.3692,Thailand
359,streetview359_90.jpg,13.7644,100.4647,Thailand
360,streetview360_90.jpg,13.6415,100.3706,Thailand
361,streetview361_180.jpg,13.8266,100.6348,Thailand
362,streetview362_270.jpg,13.8554,100.6745,Thailand
363,streetview363_90.jpg,13.7548,100.4626,Thailand
364,streetview364_270.jpg,13.808,100.7391,Thailand
365,streetview365_270.jpg,13.8924,100.6085,Thailand
366,streetview366_90.jpg,13.7118,100.356,Thailand
367,streetview367_270.jpg,13.7218,100.5595,Thailand
368,streetview368_90.jpg,13.891,100.6713,Thailand
369,streetview369_180.jpg,13.683,100.645,Thailand
370,streetview370_180.jpg,13.7217,100.7376,Thailand
371,streetview371_270.jpg,13.9104,100.6768,Thailand
372,streetview372_90.jpg,13.9142,100.5776,Thailand
373,streetview373_180.jpg,13.7626,100.8751,Thailand
374,streetview374_0.jpg,13.7842,100.3933,Thailand
375,streetview375_180.jpg,13.7566,100.8014,Thailand
376,streetview376_180.jpg,13.9163,100.5995,Thailand
377,streetview377_0.jpg,13.8133,100.5594,Thailand
378,streetview378_270.jpg,13.6558,100.6279,Thailand
379,streetview379_270.jpg,13.7349,100.6411,Thailand
380,streetview380_180.jpg,13.6266,100.4182,Thailand
381,streetview381_180.jpg,13.9304,100.8792,Thailand
382,streetview382_180.jpg,13.8211,100.8392,Thailand
383,streetview383_90.jpg,13.8276,100.7713,Thailand
384,streetview384_180.jpg,13.8722,100.8594,Thailand
385,streetview385_90.jpg,13.7215,100.4592,Thailand
386,streetview386_90.jpg,13.8541,100.7536,Thailand
387,streetview387_180.jpg,13.9175,100.5844,Thailand
388,streetview388_90.jpg,13.7998,100.6319,Thailand
389,streetview389_0.jpg,13.8614,100.8435,Thailand
390,streetview390_180.jpg,13.7799,100.5399,Thailand
391,streetview391_0.jpg,13.7127,100.3393,Thailand
392,streetview392_270.jpg,13.7271,100.8658,Thailand
393,streetview393_90.jpg,13.7897,100.5279,Thailand
394,streetview394_180.jpg,13.7244,100.6628,Thailand
395,streetview395_0.jpg,13.8509,100.8453,Thailand
396,streetview396_270.jpg,13.7305,100.5171,Thailand
397,streetview397_270.jpg,13.6508,100.4834,Thailand
398,streetview398_180.jpg,13.887,100.8637,Thailand
399,streetview399_180.jpg,13.6701,100.5021,Thailand
400,streetview400_270.jpg,13.9187,100.9087,Thailand
401,streetview401_180.jpg,13.8547,100.8332,Thailand
402,streetview402_90.jpg,13.7563,100.5112,Thailand
403,streetview403_90.jpg,13.7779,100.6488,Thailand
404,streetview404_90.jpg,13.874,100.8659,Thailand
405,streetview405_270.jpg,13.6283,100.4175,Thailand
406,streetview406_270.jpg,13.8962,100.7337,Thailand
407,streetview407_180.jpg,13.8981,100.8877,Thailand
408,streetview408_270.jpg,13.7624,100.5981,Thailand
409,streetview409_270.jpg,13.7952,100.6582,Thailand
410,streetview410_0.jpg,13.7577,100.5077,Thailand
411,streetview411_180.jpg,13.7334,100.4056,Thailand
412,streetview412_90.jpg,13.6782,100.6287,Thailand
413,streetview413_0.jpg,13.7285,100.6872,Thailand
414,streetview414_270.jpg,13.7769,100.5752,Thailand
415,streetview415_90.jpg,13.8843,100.6242,Thailand
416,streetview416_270.jpg,13.7356,100.6753,Thailand
417,streetview417_90.jpg,13.6464,100.4111,Thailand
418,streetview418_0.jpg,13.8437,100.5513,Thailand
419,streetview419_270.jpg,13.8089,100.5226,Thailand
420,streetview420_0.jpg,13.7628,100.5445,Thailand
421,streetview421_180.jpg,13.827,100.5682,Thailand
422,streetview422_270.jpg,13.6776,100.4131,Thailand
423,streetview423_90.jpg,13.7389,100.6018,Thailand
424,streetview424_90.jpg,13.7733,100.6441,Thailand
425,streetview425_180.jpg,13.7128,100.4108,Thailand
426,streetview426_90.jpg,13.7761,100.4524,Thailand
427,streetview427_0.jpg,13.7431,100.5218,Thailand
428,streetview428_270.jpg,13.7538,100.5922,Thailand
429,streetview429_90.jpg,13.6692,100.4749,Thailand
430,streetview430_90.jpg,13.7851,100.6482,Thailand
431,streetview431_0.jpg,13.9286,100.5947,Thailand
432,streetview432_270.jpg,13.7756,100.6301,Thailand
433,streetview433_180.jpg,13.6399,100.5123,Thailand
434,streetview434_180.jpg,13.6666,100.4055,Thailand
435,streetview435_270.jpg,13.7837,100.5435,Thailand
436,streetview436_0.jpg,13.732,100.4745,Thailand
437,streetview437_90.jpg,13.7985,100.7444,Thailand
438,streetview438_90.jpg,13.8366,100.5443,Thailand
439,streetview439_0.jpg,13.6928,100.6455,Thailand
440,streetview440_0.jpg,13.8401,100.6815,Thailand
441,streetview441_0.jpg,13.7126,100.5125,Thailand
442,streetview442_180.jpg,13.6808,100.4767,Thailand
443,streetview443_180.jpg,13.7833,100.7952,Thailand
444,streetview444_180.jpg,13.6613,100.4467,Thailand
445,streetview445_270.jpg,13.7022,100.5998,Thailand
446,streetview446_90.jpg,13.7049,100.353,Thailand
447,streetview447_270.jpg,13.838,100.7619,Thailand
448,streetview448_180.jpg,13.7885,100.3532,Thailand
449,streetview449_180.jpg,13.7841,100.5597,Thailand
450,streetview450_0.jpg,13.7655,100.4475,Thailand
451,streetview451_0.jpg,13.864,100.5703,Thailand
452,streetview452_180.jpg,13.7104,100.6661,Thailand
453,streetview453_90.jpg,13.6404,100.4002,Thailand
454,streetview454_180.jpg,13.7045,100.3937,Thailand
455,streetview455_0.jpg,13.7604,100.6657,Thailand
456,streetview456_90.jpg,13.8078,100.6041,Thailand
457,streetview457_180.jpg,13.9465,100.6234,Thailand
458,streetview458_270.jpg,13.6937,100.6347,Thailand
459,streetview459_270.jpg,13.627,100.418,Thailand
460,streetview460_180.jpg,13.7593,100.5477,Thailand
461,streetview461_0.jpg,13.7297,100.6361,Thailand
462,streetview462_90.jpg,13.676,100.3859,Thailand
463,streetview463_180.jpg,13.7355,100.3715,Thailand
464,streetview464_180.jpg,13.805,100.7744,Thailand
465,streetview465_90.jpg,13.6944,100.3471,Thailand
466,streetview466_90.jpg,13.6758,100.5461,Thailand
467,streetview467_0.jpg,13.7526,100.4471,Thailand
468,streetview468_90.jpg,13.7524,100.5904,Thailand
469,streetview469_270.jpg,13.7961,100.5953,Thailand
470,streetview470_180.jpg,13.6565,100.5092,Thailand
471,streetview471_0.jpg,13.7488,100.3877,Thailand
472,streetview472_270.jpg,13.918,100.6509,Thailand
473,streetview473_270.jpg,13.7193,100.4851,Thailand
474,streetview474_180.jpg,13.7928,100.648,Thailand
475,streetview475_90.jpg,13.6462,100.4209,Thailand
476,streetview476_270.jpg,13.6538,100.3735,Thailand
477,streetview477_270.jpg,13.7928,100.6935,Thailand
478,streetview478_270.jpg,13.8083,100.807,Thailand
479,streetview479_90.jpg,13.8198,100.5226,Thailand
480,streetview480_270.jpg,13.7111,100.3466,Thailand
481,streetview481_270.jpg,13.6741,100.6438,Thailand
482,streetview482_0.jpg,13.8061,100.5866,Thailand
483,streetview483_90.jpg,13.9208,100.5917,Thailand
484,streetview484_270.jpg,13.8261,100.8663,Thailand
485,streetview485_180.jpg,13.8028,100.574,Thailand
486,streetview486_270.jpg,13.7618,100.6655,Thailand
487,streetview487_180.jpg,13.7533,100.7755,Thailand
488,streetview488_180.jpg,13.729,100.5355,Thailand
489,streetview489_90.jpg,13.8808,100.8321,Thailand
490,streetview490_270.jpg,13.6324,100.5042,Thailand
491,streetview491_90.jpg,13.7579,100.6094,Thailand
492,streetview492_270.jpg,13.8633,100.8175,Thailand
493,streetview493_0.jpg,13.7441,100.633,Thailand
494,streetview494_90.jpg,13.7876,100.5476,Thailand
495,streetview495_270.jpg,13.6604,100.6291,Thailand
496,streetview496_270.jpg,13.7902,100.4959,Thailand
497,streetview497_180.jpg,13.7331,100.672,Thailand
498,streetview498_90.jpg,13.7977,100.4148,Thailand
499,streetview499_180.jpg,13.8593,100.642,Thailand
500,streetview500_90.jpg,13.8282,100.8628,Thailand
501,streetview501_0.jpg,13.7605,100.4299,Thailand
502,streetview502_270.jpg,13.8309,100.7622,Thailand
503,streetview503_180.jpg,13.7495,100.4746,Thailand
504,streetview504_180.jpg,13.788,100.4337,Thailand
505,streetview505_180.jpg,13.7199,100.6201,Thailand
506,streetview506_90.jpg,13.9469,100.6074,Thailand
507,streetview507_0.jpg,13.8279,100.7929,Thailand
508,streetview508_270.jpg,13.8242,100.671,Thailand
509,streetview509_0.jpg,13.8861,100.6681,Thailand
510,streetview510_180.jpg,13.7868,100.3594,Thailand
511,streetview511_180.jpg,13.7819,100.4494,Thailand
